일자,전체 1차,전체 2차,전체 3차,전체 4차,화이자 1차,화이자 2차,화이자 3차,화이자 4차,모더나 1차,모더나 2차,모더나 3차,모더나 4차,아스트라제네카 1차,아스트라제네카 2차,아스트라제네카 3차,아스트라제네카 4차,얀센 1차·2차,얀센 3차,얀센 4차,노바백스 1차,노바백스 2차,노바백스 3차,노바백스 4차,기타 1차,기타 2차,기타 3차,기타 4차
2021-11-06,45628,63336,22569,0,41812,28394,20036,0,3551,34271,2495,0,30,399,0,0,188,21,0,0,0,0,0,47,84,17,0
2021-11-05,71776,163326,59130,0,62392,69832,52494,0,8478,90361,6479,0,196,2353,4,0,654,128,0,0,0,0,0,56,126,25,0
2021-11-04,60948,124980,45642,0,53695,53995,40962,0,6223,68664,4561,0,209,1476,1,0,766,84,0,0,0,0,0,55,79,34,0
2021-11-03,65349,76722,57969,0,57784,34178,53713,0,6584,40164,4168,0,249,1625,1,0,669,64,0,0,0,0,0,63,86,23,0
2021-11-02,42901,88243,57194,1,34150,36029,52299,1,8024,49654,4796,0,212,1994,5,0,463,63,0,0,0,0,0,52,103,31,0
2021-11-01,83479,119849,34978,0,71984,51072,26891,0,10709,66265,8008,0,155,1832,0,0,589,50,0,0,0,0,0,42,91,29,0
2021-10-31,3022,21504,365,0,2206,10281,289,0,500,10834,49,0,9,81,1,0,281,1,0,0,0,0,0,26,27,25,0
2021-10-30,36627,359127,3600,0,30571,149372,3463,0,5418,207552,105,0,69,1622,6,0,513,1,0,0,0,0,0,56,68,25,0
2021-10-29,60914,703224,10619,0,48747,316408,10255,0,10434,377084,321,0,272,8215,4,0,1404,8,0,0,0,0,0,57,113,31,0
2021-10-28,63441,624659,9969,0,54237,295170,9452,0,7762,321507,480,0,343,6855,3,0,1038,4,0,0,0,0,0,61,89,30,0
2021-10-27,77960,259392,13635,0,69671,129747,13450,0,6941,122017,144,0,226,6464,7,0,1057,5,0,0,0,0,0,65,107,29,0
2021-10-26,41450,282109,13285,0,32610,143446,13116,0,7198,130233,134,0,294,7059,3,0,1286,4,0,0,0,0,0,62,85,28,0
2021-10-25,78734,434094,9335,0,69881,220458,9145,0,7349,205971,136,0,239,6335,8,0,1222,7,0,0,0,0,0,43,108,39,0
2021-10-24,3949,17163,123,0,3036,9890,66,0,347,6587,36,0,13,115,6,0,533,0,0,0,0,0,0,20,38,15,0
2021-10-23,51731,334676,729,0,47091,182975,652,0,4001,148334,50,0,78,2781,2,0,508,3,0,0,0,0,0,53,78,22,0
2021-10-22,66395,634916,6373,0,56553,380856,6248,0,7857,242879,82,0,403,9525,8,0,1525,3,0,0,0,0,0,57,131,32,0
2021-10-21,60030,409643,5994,0,53102,266698,5953,0,5572,133318,20,0,302,8560,1,0,975,0,0,0,0,0,0,79,92,20,0
2021-10-20,69291,325044,4467,0,61700,211734,4408,0,5719,87772,18,0,427,24113,9,0,1346,4,0,0,0,0,0,99,79,28,0
2021-10-19,37751,447980,2206,0,29331,292050,2166,0,6645,139214,15,0,443,15398,1,0,1211,3,0,0,0,0,0,121,107,21,0
2021-10-18,72209,631476,1607,0,59829,398217,1558,0,10511,217112,16,0,415,14717,12,0,1318,0,0,0,0,0,0,136,112,21,0
2021-10-17,2059,20030,71,0,1039,13807,48,0,448,5437,4,0,11,255,3,0,501,0,0,0,0,0,0,60,30,16,0
2021-10-16,64651,355920,198,0,11166,238964,176,0,52369,105533,9,0,153,10492,5,0,832,1,0,0,0,0,0,131,99,7,0
2021-10-15,89966,721974,2465,0,23068,519080,2401,0,64162,173773,30,0,533,26920,16,0,2076,3,0,0,0,0,0,127,125,15,0
2021-10-14,55362,458859,1880,1,18528,349325,1823,1,34771,87453,19,0,434,20416,11,0,1477,0,0,0,0,0,0,152,188,27,0
2021-10-13,58025,412598,1511,0,17958,310051,1458,0,37400,77576,21,0,493,22720,12,0,2089,0,0,0,0,0,0,85,162,20,0
2021-10-12,107036,602189,874,0,19152,462443,797,0,85230,111540,55,0,480,25999,5,0,2066,2,0,0,0,0,0,108,141,15,0
2021-10-11,93929,166924,119,0,8960,98486,89,0,84498,61007,13,0,195,7105,4,0,159,0,0,0,0,0,0,117,167,13,0
2021-10-10,2892,18522,67,0,614,14979,56,0,1896,1869,5,0,42,1297,2,0,290,0,0,0,0,0,0,50,87,4,0
2021-10-09,11138,104593,107,0,2133,89994,72,0,8311,10704,20,0,168,3310,8,0,431,3,0,0,0,0,0,95,154,4,0
2021-10-08,45595,1100581,117,1,16578,973263,94,1,25840,73530,9,0,787,51297,5,0,2232,4,0,0,0,0,0,158,259,5,0
2021-10-07,37312,712205,117,0,13719,643357,101,0,20365,28564,9,0,654,37660,3,0,2473,0,0,0,0,0,0,101,151,4,0
2021-10-06,37538,512196,131,0,12659,452877,119,0,21191,23573,9,0,769,32795,1,0,2826,1,0,0,0,0,0,93,125,1,0
2021-10-05,45638,767641,139,0,12918,680126,114,0,29021,29729,15,0,783,54821,5,0,2803,3,0,0,0,0,0,113,162,2,0
2021-10-04,25865,210835,138,0,6394,181678,105,0,18915,8970,15,0,248,19831,15,0,248,2,0,0,0,0,0,60,108,1,0
2021-10-03,3594,33781,59,0,856,25080,43,0,2568,8355,8,0,32,170,3,0,96,0,0,0,0,0,0,42,80,5,0
2021-10-02,124975,407932,67,0,46938,288400,53,0,75973,114915,8,0,85,2620,4,0,1947,0,0,0,0,0,0,32,50,2,0
2021-10-01,237288,862712,154,0,92953,618631,130,0,140994,205278,12,0,593,36095,6,0,2672,4,0,0,0,0,0,76,36,2,0
2021-09-30,344852,543321,105,0,161976,384394,85,0,178527,141050,12,0,641,14105,4,0,3604,2,0,0,0,0,0,104,168,2,0
2021-09-29,232170,527813,129,0,106877,375594,98,0,120310,144092,6,0,525,3594,12,0,4348,4,0,0,0,0,0,110,185,9,0
2021-09-28,258036,691596,92,0,117132,463170,70,0,136993,221804,10,0,385,3010,6,0,3416,3,0,0,0,0,0,110,196,3,0
2021-09-27,417818,713138,106,0,206829,433061,86,0,206664,274179,13,0,371,1849,5,0,3861,2,0,0,0,0,0,93,188,0,0
2021-09-26,26717,24416,40,0,12390,21833,31,0,13461,1648,1,0,41,102,7,0,748,0,0,0,0,0,0,77,85,1,0
2021-09-25,313699,216468,54,0,133509,180842,36,0,179034,33987,13,0,140,588,0,0,914,1,0,0,0,0,0,102,137,4,0
2021-09-24,617711,416298,60,0,286332,335681,42,0,326044,73085,15,0,581,2704,2,0,4568,0,0,0,0,0,0,186,260,1,0
2021-09-23,562364,377941,68,0,260623,293905,39,0,296132,76777,19,0,535,2093,4,0,4951,2,0,0,0,0,0,123,215,4,0
2021-09-22,28042,16810,61,0,12576,13177,48,0,15077,3093,9,0,115,189,2,0,137,1,0,0,0,0,0,137,214,1,0
2021-09-21,6956,5021,43,0,3009,3963,26,0,3782,786,12,0,82,187,2,0,17,1,0,0,0,0,0,66,68,2,0
2021-09-20,30366,14688,44,0,11421,11848,30,0,18765,2521,4,0,81,198,4,0,45,0,0,0,0,0,0,54,76,6,0
2021-09-19,21631,26434,23,0,10977,24392,11,0,10280,1664,6,0,128,74,1,0,206,0,0,0,0,0,0,40,98,5,0
2021-09-18,392964,191155,41,0,182088,158223,26,0,205559,27112,6,0,257,720,3,0,4911,1,0,0,0,0,0,149,189,5,0
2021-09-17,661547,446047,60,0,348549,372821,28,0,300411,57978,20,0,738,3344,4,0,11703,8,0,0,0,0,0,146,201,0,0
2021-09-16,431232,314775,51,0,247392,286216,33,0,173300,16194,9,0,398,2177,2,0,9985,6,0,0,0,0,0,157,203,1,0
2021-09-15,376927,441009,68,0,222775,409927,48,0,143343,18813,9,0,499,1934,9,0,10132,0,0,0,0,0,0,178,203,2,0
2021-09-14,602696,225607,76,0,337669,202797,55,0,254024,9904,13,0,547,2378,3,0,10307,2,0,0,0,0,0,149,221,3,0
2021-09-13,828513,423943,60,0,434064,398798,41,0,386185,15674,8,0,818,1914,2,0,7336,3,0,0,0,0,0,110,221,6,0
2021-09-12,22362,26136,20,0,15010,17128,12,0,4052,5822,5,0,254,128,3,0,2962,0,0,0,0,0,0,84,96,0,0
2021-09-11,329087,213209,40,0,254544,143247,18,0,63910,58267,13,0,649,1756,7,0,9784,0,0,0,0,0,0,200,155,2,0
2021-09-10,653608,418893,69,0,538166,290243,52,0,102237,109893,9,0,2215,7732,2,0,10804,3,0,0,0,0,0,186,221,3,0
2021-09-09,440702,293117,54,0,373886,196922,39,0,52793,77936,9,0,2197,6394,4,0,11654,0,0,0,0,0,0,172,211,2,0
2021-09-08,386677,308183,60,0,331876,203441,40,0,39807,85436,14,0,2541,6780,2,0,12283,2,0,0,0,0,0,170,243,2,0
2021-09-07,575328,422261,65,0,514815,264604,49,0,45145,135656,13,0,3499,10062,1,0,11688,0,0,0,0,0,0,181,251,2,0
2021-09-06,744452,635622,47,0,671879,352975,43,0,58985,262892,2,0,4084,10153,0,0,9332,0,0,0,0,0,0,172,270,2,0
2021-09-05,8966,8801,16,0,5225,4940,11,0,918,905,2,0,165,228,1,0,2591,0,0,0,0,0,0,67,137,2,0
2021-09-04,119338,261555,27,0,95927,80515,24,0,10216,9355,1,0,4057,162494,0,0,9027,0,0,0,0,0,0,111,164,2,0
2021-09-03,234246,700157,49,0,190386,273758,35,0,14414,14772,12,0,12450,394542,1,0,16836,0,0,0,0,0,0,160,249,1,0
2021-09-02,186955,500851,89,0,145493,154307,76,0,11470,8872,11,0,11463,319004,0,0,18362,1,0,0,0,0,0,167,306,1,0
2021-09-01,179269,535839,75,0,138948,203987,60,0,10955,7777,5,0,11960,306562,5,0,17225,1,0,0,0,0,0,181,288,4,0
2021-08-31,248489,531158,63,0,207154,71834,37,0,10458,7378,11,0,15077,436042,4,0,15616,0,0,0,0,0,0,184,288,11,0
2021-08-30,390443,600578,58,0,352078,74649,35,0,11482,7406,10,0,16934,508455,10,0,9781,0,0,0,0,0,0,168,287,3,0
2021-08-29,16649,16484,31,0,13474,1370,24,0,157,134,5,0,712,12644,1,0,2219,0,0,0,0,0,0,87,117,1,0
2021-08-28,277071,256505,30,0,257911,17320,22,0,4545,513,7,0,8337,232324,0,0,6126,0,0,0,0,0,0,152,222,1,0
2021-08-27,603736,551833,50,0,565909,54457,31,0,10455,887,12,0,20107,489092,4,0,7092,1,0,0,0,0,0,173,305,2,0
2021-08-26,654875,427396,52,0,614762,41275,33,0,9538,895,9,0,20414,375006,8,0,9884,0,0,0,0,0,0,277,336,2,0
2021-08-25,379077,479245,42,0,317830,51241,24,0,9396,795,7,0,40189,415459,7,0,11448,1,0,0,0,0,0,214,302,3,0
2021-08-24,406486,605555,63,0,349505,51881,37,0,9990,715,12,0,37375,543262,9,0,9379,0,0,0,0,0,0,237,318,5,0
2021-08-23,389046,720273,37,0,336163,55354,25,0,8534,716,6,0,39595,659317,4,0,4510,1,0,0,0,0,0,244,376,1,0
2021-08-22,40763,2975,27,0,26776,812,19,0,13165,116,6,0,698,1844,1,0,16,0,0,0,0,0,0,108,187,1,0
2021-08-21,365867,124727,45,0,198738,16948,29,0,151362,194,6,0,15590,107278,2,0,30,1,0,0,0,0,0,147,277,7,0
2021-08-20,692432,334472,28,0,397780,60931,8,0,254348,280,8,0,40024,272801,11,0,66,0,0,0,0,0,0,214,394,1,0
2021-08-19,506269,294843,48,0,292958,55837,26,0,179206,272,13,0,33846,238348,4,0,67,0,0,0,0,0,0,192,319,5,0
2021-08-18,525123,321141,40,0,316092,55519,21,0,174694,314,8,0,34043,264854,8,0,77,0,0,0,0,0,0,217,377,3,0
2021-08-17,726457,497130,39,0,430006,72359,24,0,264759,334,6,0,31431,423941,5,0,59,1,0,0,0,0,0,202,437,3,0
2021-08-16,673142,257951,38,0,346280,37332,26,0,313865,263,5,0,12741,219751,5,0,72,1,0,0,0,0,0,184,533,1,0
2021-08-15,19104,6337,24,0,17958,2457,16,0,139,119,4,0,879,3535,4,0,41,0,0,0,0,0,0,87,185,0,0
2021-08-14,144149,183594,19,0,123878,45158,13,0,3311,190,5,0,16808,137933,1,0,34,0,0,0,0,0,0,118,279,0,0
2021-08-13,245093,622029,15,0,198028,183878,9,0,7342,279,3,0,39428,437374,3,0,74,0,0,0,0,0,0,221,424,0,0
2021-08-12,170396,707777,20,0,128879,170915,8,0,4567,308,5,0,36661,536114,4,0,46,1,0,0,0,0,0,243,394,2,0
2021-08-11,179659,164855,21,0,143459,142181,15,0,6894,911,3,0,29083,21347,3,0,51,0,0,0,0,0,0,172,365,0,0
2021-08-10,265139,171116,20,0,216425,150313,13,0,9566,661,2,0,38771,19602,4,0,87,0,0,0,0,0,0,290,453,1,0
2021-08-09,438144,175612,26,0,360375,159600,22,0,14763,654,2,0,62687,14709,2,0,65,0,0,0,0,0,0,254,584,0,0
2021-08-08,28698,3379,9,0,27296,2739,7,0,424,162,1,0,833,76,1,0,18,0,0,0,0,0,0,127,384,0,0
2021-08-07,122930,37306,8,0,118609,35297,5,0,3264,491,1,0,811,1131,0,0,48,0,0,0,0,0,0,198,339,2,0
2021-08-06,257972,157812,5,0,238375,143898,2,0,7770,7871,2,0,11448,5467,0,0,76,0,0,0,0,0,0,303,500,1,0
2021-08-05,195307,128816,5,0,176096,118663,3,0,5374,5213,1,0,13452,4335,0,0,90,0,0,0,0,0,0,295,515,1,0
2021-08-04,167696,112100,18,0,159464,105386,17,0,5208,4271,1,0,2617,1804,0,0,145,0,0,0,0,0,0,262,494,0,0
2021-08-03,221951,109180,14,0,211665,102031,11,0,7520,4060,2,0,2367,2432,1,0,84,0,0,0,0,0,0,315,573,0,0
2021-08-02,478291,38197,9,0,461846,33016,7,0,14355,2914,0,0,1657,1607,1,0,133,0,0,0,0,0,0,300,527,1,0
2021-08-01,28655,1642,7,0,20012,1156,7,0,8436,140,0,0,51,59,0,0,26,0,0,0,0,0,0,130,261,0,0
2021-07-31,216763,15056,5,0,147409,13363,2,0,68891,1104,1,0,164,105,1,0,57,0,0,0,0,0,0,242,427,1,0
2021-07-30,498595,62417,5,0,375840,55922,2,0,121981,2451,0,0,331,3316,2,0,117,0,0,0,0,0,0,326,611,1,0
2021-07-29,349106,45486,10,0,262973,39084,4,0,85476,2123,3,0,241,3512,1,0,116,0,0,0,0,0,0,300,651,2,0
2021-07-28,481406,44751,10,0,387982,35126,6,0,92817,6449,3,0,197,2318,0,0,118,0,0,0,0,0,0,292,740,1,0
2021-07-27,383344,50810,3,0,240049,39759,2,0,142601,7634,1,0,303,2577,0,0,127,0,0,0,0,0,0,264,713,0,0
2021-07-26,620453,67323,7,0,343795,58252,6,0,275933,5076,1,0,244,3042,0,0,219,0,0,0,0,0,0,262,734,0,0
2021-07-25,2262,1372,2,0,1870,700,0,0,109,117,0,0,94,86,0,0,39,0,0,0,0,0,0,150,430,2,0
2021-07-24,30221,12955,2,0,29675,11201,1,0,140,902,1,0,85,141,0,0,71,0,0,0,0,0,0,250,640,0,0
2021-07-23,147958,62351,3,0,147094,44889,2,0,148,9002,0,0,225,7293,0,0,115,1,0,0,0,0,0,376,1052,0,0
2021-07-22,141915,61957,2,0,140897,52821,2,0,181,2063,0,0,384,6127,0,0,71,0,0,0,0,0,0,382,875,0,0
2021-07-21,141073,41877,0,0,140054,33495,0,0,203,2763,0,0,239,4607,0,0,121,0,0,0,0,0,0,456,891,0,0
2021-07-20,152079,63202,1,0,150941,54927,1,0,387,1156,0,0,279,6421,0,0,106,0,0,0,0,0,0,366,592,0,0
2021-07-19,161519,73059,3,0,160557,67090,2,0,203,691,1,0,165,4911,0,0,125,0,0,0,0,0,0,469,242,0,0
2021-07-18,3264,1450,2,0,2740,1198,2,0,126,124,0,0,70,38,0,0,22,0,0,0,0,0,0,306,68,0,0
2021-07-17,35707,38081,6,0,34974,37458,5,0,185,167,0,0,109,238,0,0,61,0,0,0,0,0,0,378,157,1,0
2021-07-16,136464,186102,2,0,135278,168945,1,0,234,398,0,0,261,16399,0,0,115,0,0,0,0,0,0,576,245,1,0
2021-07-15,124720,144341,9,0,123424,130529,5,0,284,243,0,0,350,13307,0,0,101,0,0,0,0,0,0,561,161,4,0
2021-07-14,113713,123896,6,0,111767,115131,4,0,942,182,1,0,349,8239,0,0,91,0,0,0,0,0,0,564,253,1,0
2021-07-13,109822,111523,2,0,108373,104800,2,0,518,221,0,0,319,6179,0,0,98,0,0,0,0,0,0,514,225,0,0
2021-07-12,32915,95134,8,0,31790,90301,5,0,319,229,2,0,246,4286,0,0,70,0,0,0,0,0,0,490,248,1,0
2021-07-11,1491,1878,2,0,962,1633,2,0,177,135,0,0,56,22,0,0,20,0,0,0,0,0,0,276,68,0,0
2021-07-10,14265,40638,4,0,13488,39759,3,0,218,201,1,0,118,477,0,0,66,0,0,0,0,0,0,375,135,0,0
2021-07-09,60471,150336,3,0,52185,138054,2,0,6964,277,0,0,559,11664,0,0,119,0,0,0,0,0,0,644,222,1,0
2021-07-08,40521,107839,4,0,33741,97748,2,0,5157,387,0,0,516,9364,0,0,121,0,0,0,0,0,0,986,219,2,0
2021-07-07,37618,90534,2,0,31916,82308,2,0,4301,257,0,0,550,7547,0,0,150,0,0,0,0,0,0,701,272,0,0
2021-07-06,40937,92235,2,0,34675,84105,1,0,4654,359,0,0,594,7455,0,0,102,0,0,0,0,0,0,912,214,1,0
2021-07-05,56900,77757,0,0,52177,71411,0,0,3404,182,0,0,457,5946,0,0,51,0,0,0,0,0,0,811,167,0,0
2021-07-04,1359,1263,0,0,601,1017,0,0,130,112,0,0,38,29,0,0,32,0,0,0,0,0,0,558,73,0,0
2021-07-03,3354,18245,2,0,1011,16659,0,0,1077,194,0,0,84,845,0,0,456,0,0,0,0,0,0,726,91,2,0
2021-07-02,8085,122411,0,0,2970,102070,0,0,1767,231,0,0,730,18719,0,0,1213,0,0,0,0,0,0,1405,178,0,0
2021-07-01,7321,122023,1,0,2752,106309,1,0,1262,445,0,0,823,13834,0,0,1211,0,0,0,0,0,0,1273,224,0,0
2021-06-30,17279,138172,1,0,8007,124048,0,0,5695,275,0,0,1121,12092,0,0,1284,0,0,0,0,0,0,1172,473,1,0
2021-06-29,19052,145946,1,0,7002,132085,1,0,8342,450,0,0,1623,11853,0,0,1123,0,0,0,0,0,0,962,435,0,0
2021-06-28,14956,145575,1,0,7733,135518,0,0,4687,212,0,0,1266,8327,0,0,967,0,0,0,0,0,0,303,551,1,0
2021-06-27,896,1996,0,0,548,1147,0,0,88,169,0,0,78,94,0,0,54,0,0,0,0,0,0,128,532,0,0
2021-06-26,12537,25095,0,0,11069,23401,0,0,927,200,0,0,222,677,0,0,171,0,0,0,0,0,0,148,646,0,0
2021-06-25,65728,98275,1,0,51754,83400,1,0,9930,347,0,0,3181,13000,0,0,663,0,0,0,0,0,0,200,865,0,0
2021-06-24,47301,108843,1,0,39779,93602,1,0,3530,309,0,0,2983,13128,0,0,826,0,0,0,0,0,0,183,978,0,0
2021-06-23,45725,121024,1,0,38070,103144,0,0,3157,240,0,0,2777,15295,0,0,1528,0,0,0,0,0,0,193,817,1,0
2021-06-22,50344,126377,3,0,42776,105185,2,0,1155,241,0,0,3210,16774,0,0,2987,0,0,0,0,0,0,216,1190,1,0
2021-06-21,49059,118173,1,0,41520,99153,0,0,811,209,0,0,2732,14212,0,0,3774,0,0,0,0,0,0,222,825,1,0
2021-06-20,1465,2405,0,0,716,1118,0,0,108,65,0,0,106,92,0,0,445,0,0,0,0,0,0,90,685,0,0
2021-06-19,217326,37609,1,0,9725,15669,1,0,98,95,0,0,188256,1887,0,0,19142,0,0,0,0,0,0,105,816,0,0
2021-06-18,538429,129436,1,0,62684,75686,1,0,379,159,0,0,443767,21028,0,0,31361,0,0,0,0,0,0,238,1202,0,0
2021-06-17,444309,130151,1,0,54961,81535,1,0,207,149,0,0,362608,21294,0,0,26309,0,0,0,0,0,0,224,864,0,0
2021-06-16,569611,283055,1,0,47384,82159,0,0,100,97,0,0,343486,21646,0,0,178303,0,0,0,0,0,0,338,850,1,0
2021-06-15,648061,209368,0,0,51432,72419,0,0,173,128,0,0,483379,22982,0,0,112801,0,0,0,0,0,0,276,1038,0,0
2021-06-14,770017,258715,3,0,38146,66020,2,0,133,109,0,0,559065,19619,1,0,172498,0,0,0,0,0,0,175,469,0,0
2021-06-13,28545,13401,2,0,1061,543,1,0,60,69,0,0,15530,63,0,0,11803,0,0,0,0,0,0,91,923,1,0
2021-06-12,389857,120882,1,0,17978,4633,0,0,102,87,0,0,257379,836,1,0,114295,0,0,0,0,0,0,103,1031,0,0
2021-06-11,827666,239006,1,0,97631,9937,0,0,151,142,1,0,527108,25429,0,0,202588,0,0,0,0,0,0,188,910,0,0
2021-06-10,767791,289317,1,0,106306,8041,1,0,277,316,0,0,407816,26585,0,0,253127,0,0,0,0,0,0,265,1248,0,0
2021-06-09,594075,25099,1,0,126336,3378,1,0,157,96,0,0,467045,20637,0,0,174,0,0,0,0,0,0,363,814,0,0
2021-06-08,746216,26831,2,0,135212,9848,1,0,270,96,0,0,610305,15803,0,0,113,0,0,0,0,0,0,316,971,1,0
2021-06-07,894257,21723,1,0,142415,11816,0,0,129,108,0,0,751215,9148,1,0,152,0,0,0,0,0,0,346,499,0,0
2021-06-06,3979,768,1,0,1289,328,0,0,36,31,0,0,2389,49,0,0,27,0,0,0,0,0,0,238,333,1,0
2021-06-05,141294,3576,1,0,23762,1692,1,0,110,158,0,0,116926,1234,0,0,69,0,0,0,0,0,0,427,423,0,0
2021-06-04,370139,31599,2,0,84104,7422,1,0,150,136,0,0,284996,23030,1,0,236,0,0,0,0,0,0,653,775,0,0
2021-06-03,344928,26946,1,0,94126,5722,1,0,379,418,0,0,249686,20314,0,0,104,0,0,0,0,0,0,633,388,0,0
2021-06-02,383584,23825,1,0,105372,3800,1,0,135,131,0,0,277418,19338,0,0,130,0,0,0,0,0,0,529,426,0,0
2021-06-01,568258,27471,2,0,107204,5881,2,0,380,169,0,0,459727,20892,0,0,152,0,0,0,0,0,0,795,377,0,0
2021-05-31,387165,28027,2,0,101437,8499,1,0,100,37,0,0,284677,18937,0,0,54,0,0,0,0,0,0,897,500,1,0
2021-05-30,6225,656,1,0,1306,207,0,0,103,56,0,0,4095,98,0,0,25,0,0,0,0,0,0,696,270,1,0
2021-05-29,166072,9664,1,0,16000,2853,1,0,163,90,0,0,149163,6398,0,0,48,0,0,0,0,0,0,698,275,0,0
2021-05-28,545440,66147,0,0,76644,11927,0,0,253,187,0,0,467762,53613,0,0,75,0,0,0,0,0,0,706,345,0,0
2021-05-27,661929,56341,0,0,82138,12111,0,0,184,173,0,0,578744,43307,0,0,391,0,0,0,0,0,0,472,359,0,0
2021-05-26,88931,68592,1,0,83926,14382,0,0,223,137,0,0,3796,53442,0,0,153,0,0,0,0,0,0,833,478,1,0
2021-05-25,79625,94351,0,0,73826,35218,0,0,168,197,0,0,4411,58163,0,0,218,0,0,0,0,0,0,1002,555,0,0
2021-05-24,72561,105323,0,0,67958,46599,0,0,160,160,0,0,3792,58129,0,0,193,0,0,0,0,0,0,458,242,0,0
2021-05-23,1052,3220,0,0,724,2637,0,0,127,74,0,0,30,330,0,0,17,0,0,0,0,0,0,154,162,0,0
2021-05-22,6471,36623,0,0,5225,19800,0,0,148,181,0,0,698,16330,0,0,90,0,0,0,0,0,0,310,222,0,0
2021-05-21,16476,225549,0,0,9992,137546,0,0,186,302,0,0,5376,86976,0,0,359,0,0,0,0,0,0,563,366,0,0
2021-05-20,14182,210789,0,0,8447,143783,0,0,187,322,0,0,4695,66153,0,0,196,0,0,0,0,0,0,657,335,0,0
2021-05-19,3763,93397,0,0,2679,91815,0,0,236,344,0,0,283,923,0,0,52,0,0,0,0,0,0,513,263,0,0
2021-05-18,14124,141852,0,0,9952,101064,0,0,170,284,0,0,3351,40151,0,0,148,0,0,0,0,0,0,503,205,0,0
2021-05-17,15145,100809,0,0,11261,84007,0,0,129,213,0,0,2995,16045,0,0,217,0,0,0,0,0,0,543,327,0,0
2021-05-16,1549,5773,0,0,666,5306,0,0,148,124,0,0,42,47,0,0,25,0,0,0,0,0,0,668,271,0,0
2021-05-15,3095,31097,1,0,2053,29864,1,0,160,264,0,0,128,594,0,0,62,0,0,0,0,0,0,692,313,0,0
2021-05-14,13321,81246,0,0,8522,75979,0,0,219,417,0,0,3438,4181,0,0,406,0,0,0,0,0,0,736,263,0,0
2021-05-13,10957,79001,0,0,6078,77437,0,0,167,313,0,0,3551,521,0,0,408,0,0,0,0,0,0,753,322,0,0
2021-05-12,8148,83638,0,0,3566,82493,0,0,401,322,0,0,3432,281,0,0,214,0,0,0,0,0,0,535,328,0,0
2021-05-11,10516,81525,1,0,5098,80354,1,0,211,345,0,0,4238,209,0,0,396,0,0,0,0,0,0,573,221,0,0
2021-05-10,15638,78532,0,0,7035,77198,0,0,207,336,0,0,7167,102,0,0,484,0,0,0,0,0,0,745,412,0,0
2021-05-09,992,5543,0,0,431,5153,0,0,98,101,0,0,30,4,0,0,27,0,0,0,0,0,0,406,258,0,0
2021-05-08,13652,28744,0,0,3364,28071,0,0,194,257,0,0,9393,48,0,0,40,0,0,0,0,0,0,661,328,0,0
2021-05-07,49939,78376,0,0,10093,76712,0,0,154,363,0,0,38525,228,0,0,540,0,0,0,0,0,0,627,533,0,0
2021-05-06,59569,74765,0,0,11276,73417,0,0,164,319,0,0,47003,91,0,0,570,0,0,0,0,0,0,556,368,0,0
2021-05-05,7097,26573,1,0,5356,25836,1,0,450,334,0,0,770,34,0,0,159,0,0,0,0,0,0,362,210,0,0
2021-05-04,76453,32902,0,0,30852,31519,0,0,148,381,0,0,44280,154,0,0,649,0,0,0,0,0,0,524,199,0,0
2021-05-03,87495,32272,0,0,35468,30892,0,0,131,237,0,0,50772,75,0,0,767,0,0,0,0,0,0,357,301,0,0
2021-05-02,2465,1267,0,0,1595,752,0,0,90,104,0,0,393,24,0,0,22,0,0,0,0,0,0,365,365,0,0
2021-05-01,41127,8857,0,0,16433,8312,0,0,136,202,0,0,24150,14,0,0,118,0,0,0,0,0,0,290,211,0,0
2021-04-30,278159,32104,1,0,134428,30157,1,0,199,363,0,0,141900,189,0,0,1034,0,0,0,0,0,0,598,361,0,0
2021-04-29,261885,31348,0,0,140210,30442,0,0,171,403,0,0,121011,59,0,0,51,0,0,0,0,0,0,442,393,0,0
2021-04-28,231862,21814,0,0,130888,21047,0,0,169,403,0,0,100253,46,0,0,32,0,0,0,0,0,0,520,286,0,0
2021-04-27,177052,22970,0,0,103089,22288,0,0,209,321,0,0,73136,35,0,0,37,0,0,0,0,0,0,581,289,0,0
2021-04-26,143020,22499,0,0,85062,21899,0,0,169,262,0,0,57445,27,0,0,15,0,0,0,0,0,0,329,296,0,0
2021-04-25,7183,952,0,0,5565,619,0,0,72,131,0,0,1268,16,0,0,6,0,0,0,0,0,0,272,180,0,0
2021-04-24,65945,6667,0,0,31294,6226,0,0,183,218,0,0,34216,25,0,0,3,0,0,0,0,0,0,249,195,0,0
2021-04-23,160761,20748,0,0,76811,20101,0,0,329,323,0,0,83317,39,0,0,10,0,0,0,0,0,0,294,275,0,0
2021-04-22,132648,19713,0,0,78183,19018,0,0,386,392,0,0,53533,49,0,0,3,0,0,0,0,0,0,543,251,0,0
2021-04-21,133326,1457,0,0,84310,732,0,0,373,326,0,0,48125,37,0,0,26,0,0,0,0,0,0,492,336,0,0
2021-04-20,131580,1167,0,0,82017,577,0,0,346,286,0,0,48883,30,0,0,4,0,0,0,0,0,0,330,270,0,0
2021-04-19,123130,905,0,0,78659,479,0,0,237,223,0,0,43973,27,0,0,5,0,0,0,0,0,0,256,171,0,0
2021-04-18,5630,429,0,0,5309,292,0,0,140,77,0,0,30,8,0,0,5,0,0,0,0,0,0,146,47,0,0
2021-04-17,30466,699,0,0,28632,451,0,0,271,159,0,0,1408,8,0,0,4,0,0,0,0,0,0,151,77,0,0
